Sigla;Código;Município;2010;
MG;3160603;Santo Hipólito;0,657;
MG;3160702;Santos Dumont;0,741;
MG;3160801;São Bento Abade;0,672;
MG;3160900;São Brás do Suaçuí;0,664;
MG;3160959;São Domingos das Dores;0,638;
MG;3161007;São Domingos do Prata;0,69;
MG;3161056;São Félix de Minas;0,62;
MG;3161106;São Francisco;0,638;
MG;3161205;São Francisco de Paula;0,66;
MG;3161304;São Francisco de Sales;0,688;
MG;3161403;São Francisco do Glória;0,663;
MG;3161502;São Geraldo;0,651;
MG;3161601;São Geraldo da Piedade;0,6;
MG;3161650;São Geraldo do Baixio;0,63;
MG;3161700;São Gonçalo do Abaeté;0,67;
MG;3161809;São Gonçalo do Pará;0,689;
MG;3161908;São Gonçalo do Rio Abaixo;0,667;
MG;3162005;São Gonçalo do Sapucaí;0,715;
MG;3162104;São Gotardo;0,736;
MG;3162203;São João Batista do Glória;0,724;
MG;3162252;São João da Lagoa;0,634;
MG;3162302;São João da Mata;0,653;
MG;3162401;São João da Ponte;0,569;
MG;3162450;São João das Missões;0,529;
MG;3162500;São João del Rei;0,758;
MG;3162559;São João do Manhuaçu;0,65;
MG;3162575;São João do Manteninha;0,64;
MG;3162609;São João do Oriente;0,648;
MG;3162658;São João do Pacuí;0,625;
MG;3162708;São João do Paraíso;0,615;
MG;3162807;São João Evangelista;0,638;
MG;3162906;São João Nepomuceno;0,708;
MG;3162922;São Joaquim de Bicas;0,662;
MG;3162948;São José da Barra;0,739;
MG;3162955;São José da Lapa;0,729;
MG;3163003;São José da Safira;0,583;
MG;3163102;São José da Varginha;0,704;
MG;3163201;São José do Alegre;0,717;
MG;3163300;São José do Divino;0,658;
MG;3163409;São José do Goiabal;0,666;
MG;3163508;São José do Jacuri;0,566;
MG;3163607;São José do Mantimento;0,657;
MG;3163706;São Lourenço;0,759;
MG;3163805;São Miguel do Anta;0,644;
MG;3163904;São Pedro da União;0,674;
MG;3164001;São Pedro dos Ferros;0,659;
MG;3164100;São Pedro do Suaçuí;0,622;
MG;3164209;São Romão;0,64;
MG;3164308;São Roque de Minas;0,672;
MG;3164407;São Sebastião da Bela Vista;0,692;
MG;3164431;São Sebastião da Vargem Alegre;0,66;
MG;3164472;São Sebastião do Anta;0,607;
MG;3164506;São Sebastião do Maranhão;0,581;
MG;3164605;São Sebastião do Oeste;0,626;
MG;3164704;São Sebastião do Paraíso;0,722;
MG;3164803;São Sebastião do Rio Preto;0,632;
MG;3164902;São Sebastião do Rio Verde;0,676;
MG;3165008;São Tiago;0,662;
MG;3165107;São Tomás de Aquino;0,7;
MG;3165206;São Thomé das Letras;0,667;
MG;3165305;São Vicente de Minas;0,715;
MG;3165404;Sapucaí-Mirim;0,68;
MG;3165503;Sardoá;0,636;
MG;3165537;Sarzedo;0,734;
MG;3165552;Setubinha;0,542;
MG;3165560;Sem-Peixe;0,654;
MG;3165578;Senador Amaral;0,661;
MG;3165602;Senador Cortes;0,674;
MG;3165701;Senador Firmino;0,644;
MG;3165800;Senador José Bento;0,684;
MG;3165909;Senador Modestino Gonçalves;0,62;
MG;3166006;Senhora de Oliveira;0,631;
MG;3166105;Senhora do Porto;0,565;
MG;3166204;Senhora dos Remédios;0,626;
MG;3166303;Sericita;0,56;
MG;3166402;Seritinga;0,66;
MG;3166501;Serra Azul de Minas;0,557;
MG;3166600;Serra da Saudade;0,677;
MG;3166709;Serra dos Aimorés;0,651;
MG;3166808;Serra do Salitre;0,696;
MG;3166907;Serrania;0,677;
MG;3166956;Serranópolis de Minas;0,633;
MG;3167004;Serranos;0,643;
MG;3167103;Serro;0,656;
MG;3167202;Sete Lagoas;0,76;
MG;3167301;Silveirânia;0,652;
MG;3167400;Silvianópolis;0,699;
MG;3167509;Simão Pereira;0,638;
MG;3167608;Simonésia;0,632;
MG;3167707;Sobrália;0,631;
MG;3167806;Soledade de Minas;0,697;
MG;3167905;Tabuleiro;0,681;
MG;3168002;Taiobeiras;0,67;
MG;3168051;Taparuba;0,645;
MG;3168101;Tapira;0,712;
MG;3168200;Tapiraí;0,667;
MG;3168309;Taquaraçu de Minas;0,651;
MG;3168408;Tarumirim;0,633;
MG;3168507;Teixeiras;0,675;
MG;3168606;Teófilo Otoni;0,701;
MG;3168705;Timóteo;0,77;
MG;3168804;Tiradentes;0,74;
MG;3168903;Tiros;0,683;
MG;3169000;Tocantins;0,688;
MG;3169059;Tocos do Moji;0,696;
MG;3169109;Toledo;0,661;
MG;3169208;Tombos;0,718;
MG;3169307;Três Corações;0,744;
MG;3169356;Três Marias;0,752;
MG;3169406;Três Pontas;0,731;
MG;3169505;Tumiritinga;0,626;
MG;3169604;Tupaciguara;0,719;
MG;3169703;Turmalina;0,682;
MG;3169802;Turvolândia;0,696;
MG;3169901;Ubá;0,724;
MG;3170008;Ubaí;0,609;
MG;3170057;Ubaporanga;0,614;
MG;3170107;Uberaba;0,772;
MG;3170206;Uberlândia;0,789;
MG;3170305;Umburatiba;0,638;
MG;3170404;Unaí;0,736;
MG;3170438;União de Minas;0,672;
MG;3170479;Uruana de Minas;0,664;
MG;3170503;Urucânia;0,633;
MG;3170529;Urucuia;0,619;
MG;3170578;Vargem Alegre;0,631;
MG;3170602;Vargem Bonita;0,696;
MG;3170651;Vargem Grande do Rio Pardo;0,634;
MG;3170701;Varginha;0,778;
MG;3170750;Varjão de Minas;0,711;
MG;3170800;Várzea da Palma;0,666;
MG;3170909;Varzelândia;0,594;
MG;3171006;Vazante;0,742;
MG;3171030;Verdelândia;0,584;
MG;3171071;Veredinha;0,632;
MG;3171105;Veríssimo;0,667;
MG;3171154;Vermelho Novo;0,612;
MG;3171204;Vespasiano;0,688;
MG;3171303;Viçosa;0,775;
MG;3171402;Vieiras;0,668;
MG;3171501;Mathias Lobato;0,612;
MG;3171600;Virgem da Lapa;0,61;
MG;3171709;Virgínia;0,651;
MG;3171808;Virginópolis;0,675;
MG;3171907;Virgolândia;0,62;
MG;3172004;Visconde do Rio Branco;0,709;
MG;3172103;Volta Grande;0,669;
MG;3172202;Wenceslau Braz;0,678;
