Sigla;Código;Município;2010;
MG;3160900;São Brás do Suaçuí;532,9;
MG;3160959;São Domingos das Dores;338,29;
MG;3161007;São Domingos do Prata;531,92;
MG;3161056;São Félix de Minas;312,33;
MG;3161106;São Francisco;325,23;
MG;3161205;São Francisco de Paula;484,92;
MG;3161304;São Francisco de Sales;665,68;
MG;3161403;São Francisco do Glória;449,2;
MG;3161502;São Geraldo;474,14;
MG;3161601;São Geraldo da Piedade;391,27;
MG;3161650;São Geraldo do Baixio;404,81;
MG;3161700;São Gonçalo do Abaeté;502,57;
MG;3161809;São Gonçalo do Pará;558,07;
MG;3161908;São Gonçalo do Rio Abaixo;479,04;
MG;3162005;São Gonçalo do Sapucaí;648,31;
MG;3162104;São Gotardo;795,14;
MG;3162203;São João Batista do Glória;676,07;
MG;3162252;São João da Lagoa;286,35;
MG;3162302;São João da Mata;538,08;
MG;3162401;São João da Ponte;258,77;
MG;3162450;São João das Missões;181,77;
MG;3162500;São João del Rei;764,74;
MG;3162559;São João do Manhuaçu;484,15;
MG;3162575;São João do Manteninha;385,78;
MG;3162609;São João do Oriente;404,69;
MG;3162658;São João do Pacuí;346,53;
MG;3162708;São João do Paraíso;300,81;
MG;3162807;São João Evangelista;378,41;
MG;3162906;São João Nepomuceno;608,32;
MG;3162922;São Joaquim de Bicas;498,26;
MG;3162948;São José da Barra;714,22;
MG;3162955;São José da Lapa;540,26;
MG;3163003;São José da Safira;334,87;
MG;3163102;São José da Varginha;555,77;
MG;3163201;São José do Alegre;537,13;
MG;3163300;São José do Divino;396,81;
MG;3163409;São José do Goiabal;476,92;
MG;3163508;São José do Jacuri;298,57;
MG;3163607;São José do Mantimento;359,93;
MG;3163706;São Lourenço;831,32;
MG;3163805;São Miguel do Anta;370,37;
MG;3163904;São Pedro da União;549,49;
MG;3164001;São Pedro dos Ferros;406,87;
MG;3164100;São Pedro do Suaçuí;358,75;
MG;3164209;São Romão;307,02;
MG;3164308;São Roque de Minas;621,11;
MG;3164407;São Sebastião da Bela Vista;573,43;
MG;3164431;São Sebastião da Vargem Alegre;406,33;
MG;3164472;São Sebastião do Anta;327,54;
MG;3164506;São Sebastião do Maranhão;267,28;
MG;3164605;São Sebastião do Oeste;545,07;
MG;3164704;São Sebastião do Paraíso;775,73;
MG;3164803;São Sebastião do Rio Preto;493,59;
MG;3164902;São Sebastião do Rio Verde;442,98;
MG;3165008;São Tiago;486,69;
MG;3165107;São Tomás de Aquino;593,38;
MG;3165206;São Thomé das Letras;428,33;
MG;3165305;São Vicente de Minas;527,55;
MG;3165404;Sapucaí-Mirim;497,65;
MG;3165503;Sardoá;321,6;
MG;3165537;Sarzedo;648,26;
MG;3165552;Setubinha;224,63;
MG;3165560;Sem-Peixe;386,22;
MG;3165578;Senador Amaral;385,29;
MG;3165602;Senador Cortes;581,34;
MG;3165701;Senador Firmino;426,49;
MG;3165800;Senador José Bento;493,87;
MG;3165909;Senador Modestino Gonçalves;271,55;
MG;3166006;Senhora de Oliveira;339,95;
MG;3166105;Senhora do Porto;324,4;
MG;3166204;Senhora dos Remédios;292,26;
MG;3166303;Sericita;338,3;
MG;3166402;Seritinga;476,43;
MG;3166501;Serra Azul de Minas;226,22;
MG;3166600;Serra da Saudade;494,31;
MG;3166709;Serra dos Aimorés;464,82;
MG;3166808;Serra do Salitre;715,23;
MG;3166907;Serrania;470,34;
MG;3166956;Serranópolis de Minas;351,46;
MG;3167004;Serranos;425,18;
MG;3167103;Serro;457,27;
MG;3167202;Sete Lagoas;809,26;
MG;3167301;Silveirânia;441,85;
MG;3167400;Silvianópolis;647,64;
MG;3167509;Simão Pereira;442,7;
MG;3167608;Simonésia;383,01;
MG;3167707;Sobrália;357,73;
MG;3167806;Soledade de Minas;526,23;
MG;3167905;Tabuleiro;503,88;
MG;3168002;Taiobeiras;426,91;
MG;3168051;Taparuba;344,16;
MG;3168101;Tapira;902;
MG;3168200;Tapiraí;517,65;
MG;3168309;Taquaraçu de Minas;436,05;
MG;3168408;Tarumirim;364,41;
MG;3168507;Teixeiras;568,91;
MG;3168606;Teófilo Otoni;615,34;
MG;3168705;Timóteo;786,68;
MG;3168804;Tiradentes;802,39;
MG;3168903;Tiros;634,3;
MG;3169000;Tocantins;557,55;
MG;3169059;Tocos do Moji;489,05;
MG;3169109;Toledo;486,02;
MG;3169208;Tombos;621,05;
MG;3169307;Três Corações;749,86;
MG;3169356;Três Marias;645,33;
MG;3169406;Três Pontas;682,15;
MG;3169505;Tumiritinga;366,89;
MG;3169604;Tupaciguara;665,76;
MG;3169703;Turmalina;446,26;
MG;3169802;Turvolândia;649,97;
MG;3169901;Ubá;739,56;
MG;3170008;Ubaí;247,91;
MG;3170057;Ubaporanga;342,3;
MG;3170107;Uberaba;978,01;
MG;3170206;Uberlândia;1001,45;
MG;3170305;Umburatiba;332,13;
MG;3170404;Unaí;720,51;
MG;3170438;União de Minas;562,84;
MG;3170479;Uruana de Minas;360,58;
MG;3170503;Urucânia;397,46;
MG;3170529;Urucuia;259,38;
MG;3170578;Vargem Alegre;407,13;
MG;3170602;Vargem Bonita;508,67;
MG;3170651;Vargem Grande do Rio Pardo;265,02;
MG;3170701;Varginha;904,57;
MG;3170750;Varjão de Minas;528,14;
MG;3170800;Várzea da Palma;413,59;
MG;3170909;Varzelândia;238,92;
MG;3171006;Vazante;650,88;
MG;3171030;Verdelândia;233,27;
MG;3171071;Veredinha;293,08;
MG;3171105;Veríssimo;560,98;
MG;3171154;Vermelho Novo;355,42;
MG;3171204;Vespasiano;539,05;
MG;3171303;Viçosa;892,25;
MG;3171402;Vieiras;386,39;
MG;3171501;Mathias Lobato;326,18;
MG;3171600;Virgem da Lapa;305,36;
MG;3171709;Virgínia;415,41;
MG;3171808;Virginópolis;423,01;
MG;3171907;Virgolândia;339,03;
MG;3172004;Visconde do Rio Branco;658,96;
MG;3172103;Volta Grande;515,46;
MG;3172202;Wenceslau Braz;439,73;
