Sigla;Código;Município;2022;
MG;3158904;Santana do Manhuaçu;11,95;
MG;3158953;Santana do Paraíso;3,26000000000001;
MG;3159001;Santana do Riacho;7;
MG;3159100;Santana dos Montes;9,73;
MG;3159209;Santa Rita de Caldas;6,15000000000001;
MG;3159308;Santa Rita de Jacutinga;10,31;
MG;3159357;Santa Rita de Minas;10,22;
MG;3159407;Santa Rita de Ibitipoca;10,76;
MG;3159506;Santa Rita do Itueto;13,17;
MG;3159605;Santa Rita do Sapucaí;5,73;
MG;3159704;Santa Rosa da Serra;12,61;
MG;3159803;Santa Vitória;9,48999999999999;
MG;3159902;Santo Antônio do Amparo;8,48999999999999;
MG;3160009;Santo Antônio do Aventureiro;9,98999999999999;
MG;3160108;Santo Antônio do Grama;7,63;
MG;3160207;Santo Antônio do Itambé;19,77;
MG;3160306;Santo Antônio do Jacinto;22,73;
MG;3160405;Santo Antônio do Monte;4,83;
MG;3160454;Santo Antônio do Retiro;24,3;
MG;3160504;Santo Antônio do Rio Abaixo;13,12;
MG;3160603;Santo Hipólito;10,1;
MG;3160702;Santos Dumont;4,75;
MG;3160801;São Bento Abade;9,15000000000001;
MG;3160900;São Brás do Suaçuí;4,20999999999999;
MG;3160959;São Domingos das Dores;11,59;
MG;3161007;São Domingos do Prata;9,42;
MG;3161056;São Félix de Minas;15,09;
MG;3161106;São Francisco;13,55;
MG;3161205;São Francisco de Paula;10,56;
MG;3161304;São Francisco de Sales;8,31999999999999;
MG;3161403;São Francisco do Glória;12,55;
MG;3161502;São Geraldo;8,31999999999999;
MG;3161601;São Geraldo da Piedade;17,18;
MG;3161650;São Geraldo do Baixio;16,13;
MG;3161700;São Gonçalo do Abaeté;9,65000000000001;
MG;3161809;São Gonçalo do Pará;5,09;
MG;3161908;São Gonçalo do Rio Abaixo;5,63;
MG;3162005;São Gonçalo do Sapucaí;5,95;
MG;3162104;São Gotardo;5,68000000000001;
MG;3162203;São João Batista do Glória;5,62;
MG;3162252;São João da Lagoa;12,93;
MG;3162302;São João da Mata;7,34;
MG;3162401;São João da Ponte;24,15;
MG;3162450;São João das Missões;22,31;
MG;3162500;São João del Rei;2,48999999999999;
MG;3162559;São João do Manhuaçu;9,34999999999999;
MG;3162575;São João do Manteninha;13,54;
MG;3162609;São João do Oriente;12,03;
MG;3162658;São João do Pacuí;18,7;
MG;3162708;São João do Paraíso;20;
MG;3162807;São João Evangelista;11,36;
MG;3162906;São João Nepomuceno;3,36;
MG;3162922;São Joaquim de Bicas;6,18000000000001;
MG;3162948;São José da Barra;5,59999999999999;
MG;3162955;São José da Lapa;3,08;
MG;3163003;São José da Safira;15,92;
MG;3163102;São José da Varginha;6,84;
MG;3163201;São José do Alegre;4,37;
MG;3163300;São José do Divino;15,07;
MG;3163409;São José do Goiabal;8,67;
MG;3163508;São José do Jacuri;12,82;
MG;3163607;São José do Mantimento;9,69;
MG;3163706;São Lourenço;2,48;
MG;3163805;São Miguel do Anta;11,07;
MG;3163904;São Pedro da União;7,15000000000001;
MG;3164001;São Pedro dos Ferros;9,48;
MG;3164100;São Pedro do Suaçuí;13,48;
MG;3164209;São Romão;11,1;
MG;3164308;São Roque de Minas;5,67;
MG;3164407;São Sebastião da Bela Vista;8,97;
MG;3164431;São Sebastião da Vargem Alegre;8,90000000000001;
MG;3164472;São Sebastião do Anta;15,33;
MG;3164506;São Sebastião do Maranhão;17,44;
MG;3164605;São Sebastião do Oeste;7,19;
MG;3164704;São Sebastião do Paraíso;4,95999999999999;
MG;3164803;São Sebastião do Rio Preto;8,84999999999999;
MG;3164902;São Sebastião do Rio Verde;4,42;
MG;3165008;São Tiago;5,13;
MG;3165107;São Tomás de Aquino;7,39;
MG;3165206;São Thomé das Letras;8,62;
MG;3165305;São Vicente de Minas;5,77;
MG;3165404;Sapucaí-Mirim;6,73999999999999;
MG;3165503;Sardoá;15,14;
MG;3165537;Sarzedo;2,97;
MG;3165552;Setubinha;21,02;
MG;3165560;Sem-Peixe;12,88;
MG;3165578;Senador Amaral;7,44;
MG;3165602;Senador Cortes;10,73;
MG;3165701;Senador Firmino;7,55;
MG;3165800;Senador José Bento;6,36;
MG;3165909;Senador Modestino Gonçalves;17,97;
MG;3166006;Senhora de Oliveira;9,59999999999999;
MG;3166105;Senhora do Porto;16,86;
MG;3166204;Senhora dos Remédios;8,79000000000001;
MG;3166303;Sericita;14,11;
MG;3166402;Seritinga;5,44;
MG;3166501;Serra Azul de Minas;22,89;
MG;3166600;Serra da Saudade;10;
MG;3166709;Serra dos Aimorés;15,3;
MG;3166808;Serra do Salitre;6,16;
MG;3166907;Serrania;8,56;
MG;3166956;Serranópolis de Minas;18,06;
MG;3167004;Serranos;13,7;
MG;3167103;Serro;13,22;
MG;3167202;Sete Lagoas;2,91;
MG;3167301;Silveirânia;11,55;
MG;3167400;Silvianópolis;12,07;
MG;3167509;Simão Pereira;6,31999999999999;
MG;3167608;Simonésia;12,56;
MG;3167707;Sobrália;14,76;
MG;3167806;Soledade de Minas;6,63;
MG;3167905;Tabuleiro;13,93;
MG;3168002;Taiobeiras;13,36;
MG;3168051;Taparuba;14,54;
MG;3168101;Tapira;5,77;
MG;3168200;Tapiraí;9,79000000000001;
MG;3168309;Taquaraçu de Minas;11,02;
MG;3168408;Tarumirim;12,49;
MG;3168507;Teixeiras;9,06999999999999;
MG;3168606;Teófilo Otoni;8,18000000000001;
MG;3168705;Timóteo;2,64;
MG;3168804;Tiradentes;3,94;
MG;3168903;Tiros;5,64;
MG;3169000;Tocantins;6,06;
MG;3169059;Tocos do Moji;9,37;
MG;3169109;Toledo;8,72;
MG;3169208;Tombos;8,45;
MG;3169307;Três Corações;4,70999999999999;
MG;3169356;Três Marias;5,64;
MG;3169406;Três Pontas;4,98999999999999;
MG;3169505;Tumiritinga;10,98;
MG;3169604;Tupaciguara;6,56999999999999;
MG;3169703;Turmalina;11;
MG;3169802;Turvolândia;7,7;
MG;3169901;Ubá;4,01000000000001;
MG;3170008;Ubaí;12,8;
MG;3170057;Ubaporanga;10,05;
MG;3170107;Uberaba;3,09;
MG;3170206;Uberlândia;2,87;
MG;3170305;Umburatiba;19,11;
MG;3170404;Unaí;5,95;
MG;3170438;União de Minas;13,48;
MG;3170479;Uruana de Minas;12,29;
MG;3170503;Urucânia;10,04;
MG;3170529;Urucuia;9,42;
MG;3170578;Vargem Alegre;12,78;
MG;3170602;Vargem Bonita;5,14;
MG;3170651;Vargem Grande do Rio Pardo;19,53;
MG;3170701;Varginha;2,95;
MG;3170750;Varjão de Minas;6,28;
MG;3170800;Várzea da Palma;8,58;
MG;3170909;Varzelândia;17,66;
MG;3171006;Vazante;4,86;
MG;3171030;Verdelândia;16,75;
MG;3171071;Veredinha;16,26;
MG;3171105;Veríssimo;9,73;
MG;3171154;Vermelho Novo;9,59;
MG;3171204;Vespasiano;3,09999999999999;
MG;3171303;Viçosa;4,02;
MG;3171402;Vieiras;11,48;
MG;3171501;Mathias Lobato;12,61;
MG;3171600;Virgem da Lapa;15,16;
MG;3171709;Virgínia;8,02;
MG;3171808;Virginópolis;9,31999999999999;
MG;3171907;Virgolândia;17,11;
MG;3172004;Visconde do Rio Branco;5,94;
MG;3172103;Volta Grande;7,45;
MG;3172202;Wenceslau Braz;5,95;
