Sigla;Código;Município;2022;
MG;3162948;São José da Barra;7793;
MG;3162955;São José da Lapa;26090;
MG;3163003;São José da Safira;3806;
MG;3163102;São José da Varginha;4536;
MG;3163201;São José do Alegre;4133;
MG;3163300;São José do Divino;3464;
MG;3163409;São José do Goiabal;5396;
MG;3163508;São José do Jacuri;6197;
MG;3163607;São José do Mantimento;2753;
MG;3163706;São Lourenço;44798;
MG;3163805;São Miguel do Anta;6334;
MG;3163904;São Pedro da União;4885;
MG;3164001;São Pedro dos Ferros;7166;
MG;3164100;São Pedro do Suaçuí;5103;
MG;3164209;São Romão;10315;
MG;3164308;São Roque de Minas;7129;
MG;3164407;São Sebastião da Bela Vista;6387;
MG;3164431;São Sebastião da Vargem Alegre;3113;
MG;3164472;São Sebastião do Anta;6194;
MG;3164506;São Sebastião do Maranhão;10079;
MG;3164605;São Sebastião do Oeste;8815;
MG;3164704;São Sebastião do Paraíso;71796;
MG;3164803;São Sebastião do Rio Preto;1259;
MG;3164902;São Sebastião do Rio Verde;2300;
MG;3165008;São Tiago;11192;
MG;3165107;São Tomás de Aquino;6740;
MG;3165206;São Thomé das Letras;6904;
MG;3165305;São Vicente de Minas;6804;
MG;3165404;Sapucaí-Mirim;6311;
MG;3165503;Sardoá;5104;
MG;3165537;Sarzedo;36844;
MG;3165552;Setubinha;9917;
MG;3165560;Sem-Peixe;2433;
MG;3165578;Senador Amaral;6206;
MG;3165602;Senador Cortes;2240;
MG;3165701;Senador Firmino;7716;
MG;3165800;Senador José Bento;2068;
MG;3165909;Senador Modestino Gonçalves;4008;
MG;3166006;Senhora de Oliveira;5483;
MG;3166105;Senhora do Porto;3067;
MG;3166204;Senhora dos Remédios;10384;
MG;3166303;Sericita;7345;
MG;3166402;Seritinga;1819;
MG;3166501;Serra Azul de Minas;3792;
MG;3166600;Serra da Saudade;833;
MG;3166709;Serra dos Aimorés;6944;
MG;3166808;Serra do Salitre;11801;
MG;3166907;Serrania;7621;
MG;3166956;Serranópolis de Minas;4399;
MG;3167004;Serranos;1990;
MG;3167103;Serro;21952;
MG;3167202;Sete Lagoas;227397;
MG;3167301;Silveirânia;2323;
MG;3167400;Silvianópolis;6179;
MG;3167509;Simão Pereira;2947;
MG;3167608;Simonésia;19750;
MG;3167707;Sobrália;5137;
MG;3167806;Soledade de Minas;5613;
MG;3167905;Tabuleiro;4014;
MG;3168002;Taiobeiras;33050;
MG;3168051;Taparuba;3387;
MG;3168101;Tapira;4118;
MG;3168200;Tapiraí;1690;
MG;3168309;Taquaraçu de Minas;4224;
MG;3168408;Tarumirim;14709;
MG;3168507;Teixeiras;12255;
MG;3168606;Teófilo Otoni;137418;
MG;3168705;Timóteo;81579;
MG;3168804;Tiradentes;7744;
MG;3168903;Tiros;7883;
MG;3169000;Tocantins;16185;
MG;3169059;Tocos do Moji;3826;
MG;3169109;Toledo;7214;
MG;3169208;Tombos;8609;
MG;3169307;Três Corações;75485;
MG;3169356;Três Marias;28895;
MG;3169406;Três Pontas;55255;
MG;3169505;Tumiritinga;5886;
MG;3169604;Tupaciguara;25470;
MG;3169703;Turmalina;20000;
MG;3169802;Turvolândia;4935;
MG;3169901;Ubá;103365;
MG;3170008;Ubaí;11708;
MG;3170057;Ubaporanga;13017;
MG;3170107;Uberaba;337836;
MG;3170206;Uberlândia;713224;
MG;3170305;Umburatiba;2684;
MG;3170404;Unaí;86619;
MG;3170438;União de Minas;3828;
MG;3170479;Uruana de Minas;3282;
MG;3170503;Urucânia;10600;
MG;3170529;Urucuia;17479;
MG;3170578;Vargem Alegre;5780;
MG;3170602;Vargem Bonita;2158;
MG;3170651;Vargem Grande do Rio Pardo;4633;
MG;3170701;Varginha;136467;
MG;3170750;Varjão de Minas;6969;
MG;3170800;Várzea da Palma;33744;
MG;3170909;Varzelândia;18840;
MG;3171006;Vazante;19975;
MG;3171030;Verdelândia;7672;
MG;3171071;Veredinha;5181;
MG;3171105;Veríssimo;3411;
MG;3171154;Vermelho Novo;4899;
MG;3171204;Vespasiano;129246;
MG;3171303;Viçosa;76430;
MG;3171402;Vieiras;3700;
MG;3171501;Mathias Lobato;3038;
MG;3171600;Virgem da Lapa;11804;
MG;3171709;Virgínia;8908;
MG;3171808;Virginópolis;10314;
MG;3171907;Virgolândia;4552;
MG;3172004;Visconde do Rio Branco;39160;
MG;3172103;Volta Grande;4443;
MG;3172202;Wenceslau Braz;2356;
